Sentence,jfr,jannik,MaxK,student1,student2,arjen
"It should be d that not all events can be reconstructed with the same resolution, depending on the number of anodes to reconstruct the energy.",,,,,,1
"The loss of a whole panel and subsequent reduction in effective area may compromise some capability (e.g. EOS2), however many science goals could be completed albeit with longer observation times.",,,,,,0
In addition the 25% redundancy requirement may need to be adjusted in order to maintain a 7.5 m2 effective area in case of a single point failure.,,,,,,1
Justification: 2 keV: to be able to study photoelectric absorption and soft components of a variety of sources; 30 keV: to determine the AGN and X-ray binary continuum spectra in order to study the reflection/absorption effects and allow for an accurate determination of the Fe-K line profile.,,,,,,1
"After applying all known calibration factors, the linearity and offset of the energy scale applying to a measured spectrum shall allow a photon energy to be determined to within a small fraction.",,,,,,1
Selected events are only those that correspond to the read-out of a single anode (explaining the 40% of the selected events).,,,,,,0
"However this is related to the response stability, it can only be considered if the response stability goals are within reach.",,,,,,1
"As the latter highly depends on the type of source/signal and its characteristic frequencies, it is hard to specify the requirement with a single number.",,,,,,1
Unstable response leads to apparent noise in constant flux sources and also to QPO broadening or sidebands.,,,,,,1
Intrinsic to the detector is that the arrival time of an event is not known much better than 10(7) µsec as the drift time through the detector depends on the position of the event with respect to the anode.,,,,,,1
"For pulsars, knowing the detection time with an accuracy of 2 microsecond allows comparison with other wavebands (e.g. radio).",,,,,,1
"That is, if you can measure the Fourier transform to a certain precision given the count rate, then the uncertainty in the distortions induced by dead time to the Fourier transform should be less than that precision.",,,,,,1
Bright transient sources can be stored on-board and the full information can be transferred during subsequent ground contacts.,,,,,,1
This does not drive the design in view of the spectral slope and the stopping power of the collimator for photons < 20 keV where the bulk of the photons are for these 1000 Crab sources.,,,,,,1
Sensitivity (5 σ detection) over 50 ks must be < 5 mCrab over energy range of 2 - 50 keV for a field where there is no source confusion (outside the Galactic Centre).,,,,,,1
"If the LAD data rate is <80%, the WFM should be able to use up the available bandwidth.",,,,,,1
Energy range and telemetry bandwidth should allow at least 8 spectral bands for the detection of spectral state changes in transient sources and be sensitive to thermal (e.g. disk) spectral components.,,,,,,1
The angular resolution and source localization accuracy are related and the source localization depends also in the signal to noise ratio.,,,,,,1
The localization depends on the angular resolution and the signal to noise ratio.,,,,,,1
"After applying all calibration knowledge, the relative change in flux sensitivity with off-axis angle must be known to a small fraction and within radii corresponding with an area at least 20% of peak on-axis area.",,,,,,1
"After applying all ground based calibration knowledge, the accuracy of determining the flux of any given target, and the also minimum flux sensitivity, from one pointing period to another.",,,,,,1
This allows scientific products from WFM such as edges from type I bursts.,,,,,,1
Justification: Allows the downlink of limited data in a number of energy bands that match interesting regions in the energy spectrum.,,,,,,1
The transients may be detected both in triggered data and in normal data if the transient rise time is >100s or a spectral state change has occurred.,,,,,,1
"Justification: Factor 2 faster, it is not expected that this will drive the design and is acceptable if this is not reached for 100% of the cases.",,,,,,1
Justification Onboard memory will store up to 3 hours of data (although depending on the event rate some binning is foreseen for bright events/episodes/areas).,,,,,,1
"After a trigger into burst mode, the WFM will attempt to localise the source on the sky and determine the time of trigger.",,,,,,1
"Justification: If broadcasted, a set of ground receivers can see the trigger times and positions for follow up measurements.",,,,,,1
"Justification Estimates suggest there should be at least 150 GRB per year detected by WFM, therefore statistically several per day should be accommodated.",,,,,,1
"Justification: Other triggers such as Type 1 X-ray bursts, as well as potential false triggers imply the need for relatively frequent downloading of burst triggers.",,,,,,1
The design and geometric arrangement of the WFM shall be such that in the case of a single point failure still the full FoV should be covered although it is accepted that the effective area as well as the angular resolution for a certain part of the sky is reduced.,,,,,,1
This allows for transmission of these data to the ground after the transient event happened without loss of information.,,,,,,1
The WFM is less than 10% of the total bandwidth unless a Guest Observer requests this to be higher.,,,,,,1
"There is no theoretical limit on the shortest observation time and hence, during night time there will be additional observing time if the satellite slews to a given position.",,,,,,1
Otherwise (50% sky visibility) the observation time when the bulge is visible to LOFT is used for a significant fraction by observing the core-science targets.,,,,,,1
"This shall be a 3σ radius value, and applies once the LAD boresight to star tracker offset is calibrated in orbit.",1,,,,,
Justification: This is well within the field of view of the LAD.,0,,,,,
Justification: Any pointing jitter can be corrected on the ground if we have good knowledge about the pointing.,1,,,,,
"This provides additional margin, especially in the case of finite frequencies that exceed the SCI-LAD-G-26 specification.",1,,,,,
Justification: As many star trackers provide few arcseconds pointing knowledge it would be nice to have this but it is not really required.,0,,,,,
Justification: Only a LEO orbit provides a low enough background.,0,,,,,
In combination with a low inclination the radiation damage to the detectors will be low enough to have them passively cooled and still reach the end-of-life temperature requirements.,0,,,,,
Justification: A lower inclination will reduce the effects of the SAA.,0,,,,,
"Justification: This allows for slewing of the satellite during monitoring campaigns and is directly related to SCI-SYS-R-04, this is NOT equal to the average number of slews per orbit which depend on the observation plan (see RD4).",0,,,,,
Justification: This increases the number of potential observations of otherwise inaccessible targets (at a given time) by a factor 2.,0,,,,,
Although not the prime science it is clear that fast response times will enable additional science.,1,,,,,
Justification: LOFT is not a mission dedicated to fast transients (like SWIFT).,0,,,,,
Therefore the ToO response time should not drive the design of the ground system.,0,,,,,
"Clearly, this requirement should not inhibit faster response times in case a ToO is identified at the beginning of a working day.",1,,,,,
"Following the change of a source state, the relevant sources will be on between something like a week to very long periods (campaigns up to one year after the transient trigger may be expected).",1,,,,,
This makes a response of < 12 hours for the core science not mandatory.,0,,,,,
Clearly a faster response will improve the science in general (see the goal).,0,,,,,
"A Quick Look data analysis subsystem should be provided at SOC (and SDC) in order to determine the properties of triggering sources and LAD target object in order to provide an alert for observation plan changes, and verify LOFT Burst Alert messages.",1,,,,,
"The analysis using a QLA system should be powerful enough to be able to identify source spectral and brightness changes that allow an alert for new ToOs to be generated, or identify failure to meet observing proposal criteria.",1,,,,,
The planning cycle to update the observing plan shall be <7days and therefore QLA should be able to generate the required data for Duty Scientist decision on a much shorter timescale.,1,,,,,
The re-planning timescales should be faster to avoid loss of useful observing time.,0,,,,,
"The science data rate generated by the instruments, after nominal binning and lossless compression ratios, when observing a source at the typical LAD brightness for event mode data.",1,,,,,
"Justification: For a 150 mCrab source, observed with an efficiency of 60% the data rates must support the full LAD event mode data.",0,,,,,
Justification: Increase in the data rate for the WFM to exploit fully the available transmission rate.,0,,,,,
"The science data rate generated by the instruments, after nominal binning and lossless compression ratios, when observing a source at the maximum LAD brightness for event mode data.",1,,,,,
"Justification: For a 500 mCrab source, observed with an efficiency of 60% the data rates must support all LAD event mode data.",0,,,,,
Justification: Increase of the LAD source to >1 Crab without loss of information.,0,,,,,
"Justification: This is linked to the previous science requirement SCI-SYS-R16 (500 mCrab) , and SCI-LAD-R19 and the minimal telemetry of the WFM, under the assumption of no loss of LAD information within the above limits.",0,,,,,
Justification: Enables the higher sustained rate required by the goal SCI-SYS-R-16 in the previous requirement.,0,,,,,
"This number of observed sources is larger than the number of required sources as it is not always known a priori if a source is in a given state, We also specify whether the spectral resolution is important for the science goal (Fe-line characterization).",0,,,,,
"For the Neutron Stars, both transient outburst NS and the transient weak NS will be observed.",0,,,,,
"Most classes of sources serve to address >1 science goal as is already indicated in Table produced based on this table, and for the purposes of deriving the impact of the observing plan on the system, has been made applicable to the mission in the MRD.",0,,,,,
"When the source state changes, a change in the observing program can be triggered but then, for this source, a campaign of weeks to longer periods is started.",1,,,,,
"Only when, during this campaign, the source fades away, the campaign can be stopped to save observing time.",1,,,,,
"So, effectively we expect about 60 ToOs over the mission life time.",0,,,,,
"If the total number of pointings is a concern, pointings of less than 10 ks can be added up to make pointings of at least 10 ksec in length.",1,,,,,
For some ~10 of AGN2 sources additional offset background fields are needed (~700ks total).,0,,,,,
There should be several “standard” background fields that must be quasi-periodically revisited to monitor the evolution of background.,0,,,,,
Observing times and schedules in the overwhelming majority of cases are set by intrinsic source state variations rather than by S/N considerations.,0,,,,,
"Sources have different spectral/timing states, and we need to sample each state over a range of luminosities in order to understand the processes we are detecting with LOFT, or in order to catch a source in the right state to see the process in the first place.",1,,,,,
"The total observing time required for the top level science requirement is 24.7 Ms, which corresponds with a realistic but conservative observing efficiency of 50% to 1.6 years elapsed time of which ToO targets are to cover several flux levels in each source).",0,,,,,
"However, it should be recognized that we need a longer mission duration to ensure a good probability to observe the rare transient events needed for some of the science goals.",1,,,,,
"There are no SGRs in the table as we only have the serendipitous offset observations as a top level goal – we DO plan to have TOO triggers in place for when an SGR becomes active, to point at them to see if intermediate flares happen – this is not guaranteed to succeed, hence not a top level goal.",1,,,,,
We have selected realistic assumptions in the sense that we do not take into account that the number can be larger due to the huge improvement in the sensitivity of LOFT compared to RXTE.,1,,,,,
This probability has to be folded with the field of regard of the mission (as it is of no use if LOFT cannot observe the source when it becomes active due to viewing constraints.,1,,,,,
Based on these expectations it is concluded that the minimum life time of the mission should be 4 years for a sky visibility of +30/-50 degree and 3 years for +30/-70 degree.,1,,,,,
Under these conditions the expectation for 3 BH transient outbursts and AMXPs is around 95% and the probability of detecting two in each group is larger than 99%.,1,,,,,
"Also, with a conservative estimate of 50% observing efficiency the full program can be performed.",0,,,,,
"It will, of course, affect the overall science return of the mission as it reduces the discovery space.",0,,,,,
"Hence the nominal Field of Regard with nominal spectral resolution is driven by those core science objectives which need good spectral resolution (SFG2, SFG4, SFG5) and for the other science goals the extended field of regard can be used.",1,,,,,
"If good spectral resolution is available also for the observations aimed at the other core science objectives, it will enable a desirable a larger field of regard or extended field of regard allow for a shorter mission duration provided we can execute the observations for the core science (e.g. sky visibility of the Galactic Centre is sufficient).",1,,,,,
"As is indicated some of the L1 core requirements can be fully compensated but in other cases some loss of science (less sensitivity, fewer sources) can also be the consequence.",0,,,,,
In summary this analysis shows that the core science goals are not at stake if the effective area reduces by the order of 10%.,1,,,,,
When larger reductions in the effective area are needed it is strongly recommended to optimize some of these other design parameters.,1,,,,,
The Nominal Field of Regard is the part of the sky which can be observed with the nominal energy resolution and the extended field of regard has been introduced to allow for observations of sources where the energy resolution is not required.,1,,,,,
"As can be seen there is a considerable margin between the needed observing time with good spectral resolution and the available observing time (needed 8.1, available 17.8 for a 4 year mission).",0,,,,,
Also with a shorter mission the margin is significant.,0,,,,,
This potential risk is mitigated by the allowance of regular out of field of regard observations (due to the few hour thermal intertia of the system).,1,,,,,
"As can be seen from Table A-2 the visibility with a very small solar constraint (± 10o) gives still a total of 8.7 Ms for a 4 year mission, well in excess over the needed observing time.",0,,,,,
It is very important to have the broadband energy coverage to model the reflection properties measuring both Fe line profile and Compton reflection continuum above 10 keV.,0,,,,,
"The good leverage on the continuum in a broad energy band will allow us to disentangle all spectral components and, in turn, to correctly model the residuals of the Fe line.",1,,,,,
"In this respect the high energy response of LOFT is unique, covering simultaneously the 2-30 keV band with a great improvement in effective area in both low and high energy ranges, a factor >60 higher with respect to XMM in the Fe K domain and a factor of ~30 with respect to NuStar or Astro-H at 30 keV.",0,,,,,
"The 2 keV low end of the bandwidth has been set to enable the study of photo electric absorption and soft components, the 30 keV allows one to determine the AGN and X-ray binary continuum spectra in order to study reflection or absorption effects and allow for the accurate determination of the continuum underneath the Fe-K line profile.",1,,,,,
With an upper range of 80 keV (no specific resolution is required) fast high-energy phenomena such as SGR/AXP flares can be studied.,0,,,,,
In practice these bandwidth limits are not absolute limits but the science will degrade gradually (an effect of about 10% in the energy thresholds has a small effect on the science but it depends somewhat on details of the science case).,0,,,,,
"It should be d that the energy range is unique for the WFM and will, for the first time enable the monitoring of the sky below 5 keV with CCD-class spectral resolution.",1,,,,,
The energy resolution of the LAD is driven by three of the five goals (level 1) of the Strong Field Gravity science and these have been used to define the energy resolution requirement.,1,,,,,
"However, whereas these science goals drive the energy resolution, the combination of spectral resolution with timing resolution (large effective area) will open up a new discovery space and the results of this new discovery space cannot be predicted at this time.",0,,,,,
"Hence, we have aimed at a design with an ambitious but feasible , but ambitious energy resolution.",1,,,,,
"As we will show, with CCD-class spectral resolution and passively cooled detectors we can achieve these three science goals.",0,,,,,
"They will have different resolution but for simplicity we will analyze the data for the full detector and refer to this as ~ 240 eV resolution (“nominal” energy resolution) and study the science impact in the event of a degradation, taking 270 eV and 300 eV as case study (it is useful to here that this is not the degradation in energy resolution associated with the extended field of regard, which is 400 eV).",0,,,,,
The two main components to the resolution are the intrinsic limiting resolution of Silicon detectors (called Fano noise) and the electronic noise (read-out pre-amplifier and detector leakage current).,0,,,,,
"A number of other components - including uncertainties in the knowledge of DC noise, gain and offset (see LOFT-IAPS-PLC-MD-0001 for details) - contribute to the resolution but they are of less importance.",0,,,,,
A degraded spectral resolution will increase the uncertainty on the determination of the centroid (typically by the inverse of the degraded resolution) for a given model.,0,,,,,
"The extra uncertainty here is statistical (depending also on photons per phase or time-delay bin), rather than systematic (i.e. not being able to distinguish distinct variable spectral components, which are all broad in this case and variable in much longer time scale with respect to the orbital period of the disc).",0,,,,,
"Thus the increase of the uncertainty can be mitigated by longer observations, with the exposure time scaling roughly with the square of the relative degradation in energy.",1,,,,,
This has been verified by detailed simulations for an orbiting hot spot and for the reverberation mapping.,0,,,,,
The fact that the Fe-line is relatively broad and we also fit the broad reflection component confirms this also qualitatively.,1,,,,,
This argument is only correct if the hot spot lasts long enough to compensate a loss in spectral resolution by longer observations.,1,,,,,
"However, in case of a hot spot the prime science comes from the variability of the spectra.",1,,,,,
In this case the complexity and correctness of the model for the emission without hot spot is therefore of less importance.,1,,,,,
"We worked with AGN, since they will represent the weak, i.e. worst, case scenario.",1,,,,,
"A-2 where the 68, 90 and 99% (black, red and green respectively) confidence levels of the disc inclination vs BH’s spin are given We also mention that all narrow emission line components in the X-ray spectra of AGNs are produced in reprocessing media distant from ~0.1pc to a few pc from the central BH (BLR and molecular torus) and then likely constant over years timescales.",1,,,,,
"Since we are targeting here bright AGNs, Chandra and XMM already observed all of them allowing characterization of the narrow emission lines.",1,,,,,
It is also worth noting that Astro-H will observe the AGN LAD sample long enough to characterize with its unprecedented eV precision all narrow components in the Fe K energy range.,0,,,,,
With the nominal energy response of 240 eV we are able to disentangle all the different line components in the Fe region and get good measurements of the blurred reflection components (continuum and lines).,1,,,,,
"As an example, starting with BH spin a=0.7, we were able to recover the BH spin at the ~20% level of accuracy, despite the presence of narrow Fe Kα, Fe Kβ, Ni Kα and ionized lines due to a ""hot gas"" emitter with ionization parameter log(xi)~3.5 (see left panel in Fig.",1,,,,,
"In particular, the ionized lines (Fe XXV/XXVI with equivalent width ~ 40 eV) are blurred together and with the broad line blue wing that prevents the determination of the disc inclination and emissivity with the requested accuracy.",0,,,,,
This also prevents an accurate spin determination and the error rises to > 50 % (see right panel in Fig.,1,,,,,
"In this case the scientific objective is still reached, although with a larger uncertainties on the spin determination (typical 99% confidence level at ~40%, see middle panel in Fig.",1,,,,,
"It has been illustrated that even in the event of an energy resolution not meeting the requirement, consequences for the science objectives can be mitigated by longer observations, with the exception of the Fe-line profile fitting where a 10% spectral resolution degradation is still within the science requirements but a 20% degradation will not meet the requirements.",1,,,,,
"Of course, this conclusion depends on the assumption that we have a correct understanding and description of the spectra of these sources (and with a better energy resolution this will be verified more easily).",0,,,,,
The flow down from level 0 to level 1 is omitted for brevity.,0,,,,,
The actual value is set at 400 eV but could be also somewhat larger (100 eV) before affecting the science significantly.,1,,,,,
LAD-18 With the proper knowledge on the background (including variations over an orbit) a larger background is acceptable.,1,,,,,
WFM-08 Allows to combine data from different epochs.,0,,,,,
At the same time a few requirements have been dropped as they were obsolete or better captured in a more general formulation.,0,,,,,
The relevant requirements are given below for traceability.,0,,,,,
Concept of flat top was dropped and replaced by pointing stability Replaced by a more top level orbit with low background and low radiation Dropped in favor of the more generic requirement.,0,,,,,
Accordingly it was decided that the data rate and other technical issues should be captured in this appendix in order to trace the scientific arguments behind design issues that should instead be reflected in the Experiment Interface Document Annex A.,1,,,,,
"Within the M3 boundary conditions, the readiness for launch by 2022/2024 is a severe requirement which in practice requires designing the space segment without major technology developments and with minimum developments risks.",1,,,,,
"Therefore, only technologies with estimated Technology Readiness Levels (TRL) of at least 5 by the end of the Phase A/B1 (estimated at the end of 2015) may be used.",1,,,,,
"This document aims at providing a complete and comprehensive list of all high level mission requirements (including S/C and payload, launcher, ground segment and operations) necessary to achieve the science goals detailed in [AD1].",1,,,,,
It is hence an applicable document that all mission design activities shall comply with.,1,,,,,
The MRD will be further reviewed matching the results of future study phases (e.g. definition phase) to finally evolve in the System Requirements Document at the start of the implementation phase.,0,,,,,
They shall be verified by the Contractor using a verification method approved by ESA.,1,,,,,
"Goals are desirable in order to maximise the science return while keeping the impact on the cost and complexity to a minimum, but not mandatory.",1,,,,,
"Requirements are identified by the use of the term “shall”, as opposed to “should” for goals.",0,,,,,
"X is the requirement type: “R” for a requirement or “G” for a goal YYYY is the requirement category consisting of 2, 3 to 4 letters nnn is the requirement identifier (sequential number of 3 digits).",0,,,,,
"Each requirement is applicable to either the S/C prime industrial contractor, the instrument consortium or the ground segment (or a combination of these 3).",0,,,,,
Requirements applicable to the S/C only are flown-down into the SRD.,0,,,,,
Requirements applicable to the S/C and the instrument are budgeted into the RJBD.,0,,,,,
"Requirements applicable to the ground segment will be flown-down into the Ground Segment Requirements Document, the MAD and the SOAD.",0,,,,,
Supplementary text added to explain the source or reasoning behind a requirement shall be written after the requirement in italics.,0,,,,,
"In addition to those, all ESA approved standards (including relevant ECSS standards) are applicable documents as well.",0,,,,,
"Using the differential technique of transit spectroscopy, EChO will obtain transmission and/or emission spectra of the atmospheres of a large and diverse sample of known exoplanets covering a wide range of characteristics.",1,,,,,
"The instantaneous spectral coverage of EChO is unique in its breadth, spanning the visible to thermal infrared through a series of contiguous spectrometer channels that provide continuous spectral coverage.",1,,,,,
This broad range opens up the possibility to study exoplanets with physical temperatures ranging from a few hundred to over a few thousand degrees Kelvin.,0,,,,,
"Importantly, broad instantaneous spectral coverage that includes the visible waveband provides an essential means by which to monitor and subsequently correct for the effects of activity of the host star, which could otherwise introduce significant uncertainty into the final exoplanet spectrum and its interpretation.",0,,,,,
"The transit spectroscopy method, whereby the signal from the star and planet are differentiated using knowledge of the planetary ephemerides, allows atmospheric signals from the planet at levels of at least 10-4 relative to the star to be measured.",1,,,,,
"Photometric stability rather than angular resolution is therefore key, and in fact the most stringent requirement of EChO, driving many engineering design and operational aspects of the mission.",1,,,,,
For the brightest targets it will be possible to obtain high quality spectra in a single visit; for fainter targets the necessary signal-to-noise will be built up through repeated visits over the mission lifetime.,0,,,,,
EChO will allow scientists to study exoplanets both as a population and as individuals.,0,,,,,
"The spectroscopic information (at resolving powers of ≥300 below 5 um and ≥30 above) on the atmospheres of the large, select sample of exoplanets that EChO will provide will allow the compositions, temperature (profile), size and variability to be determined at a level never previously attempted.",0,,,,,
"The ground segment provides the means and resources necessary to manage and control the mission via telecommands, to receive and process the telemetry from the satellite, and to disseminate and archive the generated products.",0,,,,,
"The Mission Operation Centre (MOC) is responsible for the operations of the spacecraft and instruments, for ensuring the spacecraft safety and health, for provision of flight dynamics support including determination and control of the satellite’s orbit and attitude and for provision of data (science and S/C housekeeping) to the Science Operation Centre (SOC).",0,,,,,
"The scope of the Science Operation Centre (SOC) varies from one mission to another, depending on the scientific organisation of the mission, the responsibilities for each instrument and the partnerships to be put in place.",0,,,,,
"In-orbit around the Sun-Earth L2 point for optimum thermo-mechanical stability, the EChO S/C will point at known transiting exoplanets distributed over the sky, with an expected bias towards targets closer to the ecliptic poles.",0,,,,,
"This will enable an uninterrupted observation of the transits of these targets over longer periods of times within each year, as well as reducing the noise generated by the zodiacal background.",1,,,,,
"The telescope feeds a single science instrument, covering the complete wave range using dichroic mirrors to split the band into several channels.",0,,,,,
"The M3 mission is intended as a back-up candidate for the 2022 launch slot, depending on JUICE schedule.",0,,,,,
Although in the science programme the baseline launch slot for M3 is decision on the nominal launch date will be made following JUICE mission adoption.,0,,,,,
"In practice, this requirement with MR-MIS-040 means that there are daily launch windows between 14h and 15h30, apart from a ~1 month period around both equinoxes.",0,,,,,
"MR-MIS-100 After separation from the LV, the S/C shall autonomously activate one of its transmitting channels and its 2 receiving channels to allow the ESA ground station network to establish the first contact.",1,,,,,
"Although it will take about 1 month to arrive at a point 1.5 million km away from Earth, it will take about another 2 months before the amplitude and angle conditions expressed in MR-MIS-040 are verified.",1,,,,,
The post operations phase shall start from the end of the extended science operations phase and last for 2 years (TBC).,0,,,,,
"In the case that there is no extended science operations phase, the post operations phase shall start at the end of the nominal science operations phases.",1,,,,,
"The nominal mission lifetime, from LV (upper-stage) separation to the end of the nominal science operations phase, shall have a duration of 4 years.",0,,,,,
This mode will ensure science operations can be re-initiated “quickly” (e.g. within few hours) when needed.,1,,,,,
The pointing stability between the instrument LoS and the science target with the FGS in the control loop shall be controlled to ensure compliance with the noise and photometric stability requirement MR-PERF-350.,1,,,,,
A de-contamination mode shall ensure out-gassing and moisture release does not degrade the mission performance at any point during the mission.,1,,,,,
"This mode is necessary during LEOP and transfer to L2 to prevent contamination of the telescope and focal plane detectors during the initial out-gassing and moisture release of the S/C, but can also be re-used later during the mission lifetime to clean these units from any contaminants that might have accumulated since.",1,,,,,
"MR-PERF-030 During phases 4 and 5, the EChO S/C shall have the ability to make a rotation of 72 degrees around YECHO and observe a target from any of those attitudes.",1,,,,,
"MR-PERF-040 During phases 4 and 5, the EChO S/C shall have the ability to make a rotation of 2 degrees around XECHO and observe a target from any of those attitudes.",1,,,,,
MR-PERF-061 Corruption or loss of science data during a science observation shall be deducted from the observation efficiency budget with a degradation factor of 2.,1,,,,,
This loss can be due to e.g. reaction wheel spikes etc.,1,,,,,
The degradation factor is needed since a loss of X seconds during an observation out of transit means the equivalent X seconds in transit needed for the differential measurement are also lost.,1,,,,,
"MR-PERF-070 An average observation shall be defined as the observation of a single science target for 3.7 hours, separated by 90 degrees from the previous and the next science targets (TBC).",0,,,,,
Assuming that the platform can provide a coarse APE of 3’’ (3 sigma) means the FoV of the telescope and FGS shall be larger than ~7’’x7’’.,0,,,,,
Instrument requirements are derived for a classical dispersive/diffractive spectrometer design.,0,,,,,
"In case alternative designs are proposed (e.g. FTS), equivalent requirements shall be derived.",1,,,,,
These requirements give the wavelengths at which no cut between channels is allowed.,0,,,,,
The complete wavelength range can be split into as many channels as necessary as long as all science performance requirements are met.,1,,,,,
This should enable increasing the SNR at the expense of a reduced resolving power.,1,,,,,
Any reduction in one of these parameters shall be compensated by a proportional increase of either of the other 2 parameters.,0,,,,,
The minimum in-channel (i.e. not in the cut-off / overlap regions) figure of merit in any resolution element (as defined in MR-PERF-190) shall be no less than 80% of the figure of merit defined in MR-PERF-240.,0,,,,,
The minimum out-of-channel (i.e. in the overlap regions between 2 adjacent channels) figure of merit in any resolution element (as defined in MR-PERF-190) shall be no less than 50% of the figure of merit defined in MR-PERF-240.,0,,,,,
MR-PERF-242 can be achieved by the individual channels or by summing the response from 2 overlapping channels.,0,,,,,
MR-PERF-255 An extended FoV of ≥ 20’’ (half angle) in the spatial direction of each science channel shall enable the monitoring of the background (e.g. zodiacal and thermal background but also detector dark current) using off-source pixels (TBC).,0,,,,,
This is only required where the background is not negligible.,1,,,,,
MR-PERF-310 Stellar variability (post-processing) shall make a negligible contribution in RSS).,0,,,,,
"MR-PERF-330 and 340 can be achieved by observations of reference celestial objects, which are the same observations as those defined in MR-PERF-080.",0,,,,,
The zodiacal background contribution shall be evaluated using a worst case FoV per spectral bin of 10’’x10’’ (TBC) and the average zodi value as defined in MR- PERF-390.,1,,,,,
These values has been derived using the performance parameters defined equivalent relaxation to the noise requirement would be acceptable.,1,,,,,
Observation of stars with neighbouring sources that make a larger contribution is TBD.,0,,,,,
This means no additional budget needs to be apportioned to neighbouring sources in the total noise budget.,0,,,,,
"For instance, this implies [g], [microns] and [milliarcseconds] are acceptable.",0,,,,,
"The list of ESA approved standards, including approved ECSS standards, shall apply throughout the ECHO study, and is detailed in [AD4].",1,,,,,
"Single-point failures with a severity of catastrophic or critical (as defined in [AD4], ECSS-Q-ST-30C) shall be eliminated or prevented by design.",0,,,,,
"MR-SYS-190 Any hazardous situation, which will not cause immediate loss of but may develop into the loss of the S/C or instrument, shall be prevented by design or protected against.",0,,,,,
The design shall allow the identification of on-board failures and their recovery by autonomously switching to a redundant functional path.,1,,,,,
"Where this can be accomplished without risk to spacecraft and instrument safety, such switching shall enable the continuity of the mission timeline and performance.",1,,,,,
This means the design of fault management systems shall intrinsically be fail-safe.,1,,,,,
"MR-SYS-210 Where redundancy is employed, the design shall allow operation and verification of the redundant item/function, independent of nominal use.",1,,,,,
"In case of anomalies or failures from which an autonomous recovery is not possible, the S/C shall enter a Safe Mode to ensure S/C and instrument survival.",1,,,,,
These can be triggered by either S/C or instrument failures.,0,,,,,
The use of units inducing mechanical vibrations during science observations shall be avoided as far as practicable.,1,,,,,
"If approved, the supplier of such units shall characterise the generated vibration disturbances, and provide means of reducing these disturbances when necessary to ensure compliance with MR-MECH-030 and MR-PERF-350.",1,,,,,
"MR-AOCS-040 A Fine Guidance Sensor (FGS) shall be implemented within the PLM, using the light focussed by the telescope, to meet the pointing stability requirement defined in MR-MIS-300.",1,,,,,
"The light shall be split between the first science instrument channel and the FGS, while ensuring the figures of merit defined in R-PERF-240 are not compromised.",1,,,,,
The S/C design shall enable operational control by the ground segment during all mission phases and modes in both nominal and contingency situations.,1,,,,,
"The MOC shall be responsible for the spacecraft operations after launch, including mission planning, spacecraft monitoring and control, and orbit and attitude determination and control.",1,,,,,
"In all mission phases after LEOP, the S/C shall be able to operate nominally without ground contact for at least 7 days, without any loss of science or housekeeping data.",0,,,,,
"In all mission phases after LEOP, the S/C shall be able to survive without ground contact for at least 11 days.",0,,,,,
"MR-OGS-190 During the science operations phase, the ground contact duration and frequency shall be 14 hours per week, spread over 4 ground contacts.",1,,,,,
"In average conditions, this time shall be divided into 2 contacts per week that are to be scheduled with a ±5 hours flexibility in order to allow the optimisation of the scheduling of the science observations (i.e. time constrained exoplanet observations).",0,,,,,
"Doppler tracking can be done simultaneously with ranging or science TM, but ranging cannot be done simultaneously with science TM.",0,,,,,
"In addition, Doppler tracking and ranging can be achieved with LGAs, but science TM requires a HGA.",0,,,,,
"If done in this way, the only time to be taken out of the observation efficiency are the 3.5 hours of science TM (plus slew time), if done with a fixed HGA (and with LGAs that cover the full sky whatever the S/C attitude).",1,,,,,
MR-PROG-040 European equipment shall be preferred as far as practicable.,1,,,,,
European equipment shall be preferred to non-European equipment with an equivalent performance.,0,,,,,
"If European equipment does not meet the requirements, a non-European alternative can be sought.",1,,,,,
Slight changes to section order to improve readability.,1,,,,,
"Within the M3 boundary conditions, the readiness for launch by end 2022/2024 is a severe requirement which in practice requires designing the space segment without major technology developments and with minimum developments risks.",1,,,,,
"Therefore, only technologies with estimated Technology Readiness Levels (TRL) of at least 5 by the end of the Phase A (estimated at the end of 2014) may be used.",1,,,,,
"This document aims at providing a complete and comprehensive list of all high level mission requirements (including S/C and payload, launcher, ground segment and operations) necessary to achieve the science goals detailed in [RD 1].",1,,,,,
Goals are desirable in order to maximise the science return while keeping the impact on the cost and complexity to a minimum.,1,,,,,
Supplementary text added to explain the source or reasoning behind a requirement is written after the requirement in italics.,0,,,,,
"Where appropriate, the parent requirement from the SciRD [RD 1] is declared in supporting text to the MRD requirement to aid comprehension.",1,,,,,
This can also include reference to annexes in the case where the MRD requirement represents the translation of a scientific requirement into an engineering requirement.,1,,,,,
The region of the sky where the LAD can be pointed to continuously for at least 1 orbit (disregarding a potential temporal occultation of the target by the Earth) guaranteeing the LAD nominal energy resolution [R-PERF-100] and nominal response stability at any time during the mission.,1,,,,,
The region of the sky where the LAD can be pointed to continuously for at least 1 orbit (disregarding a potential temporal occultation of the target by the Earth) guaranteeing the LAD degraded energy resolution [R-PERF-101] and nominal response stability at any time during the mission.,1,,,,,
The LOFT convention when discussing the LAD Field of Regard is to work from the reference position of the SC when the boresight of the LAD is orthogonal to the Sun-line (i.e. LAD SAA=90°).,1,,,,,
