Sentence,jfr,jannik,MaxK,student1,student2,arjen
The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio.,,,,,1,
"Controls shall be designed for use in a wide range of conditions, eg splash proof and suitable for viewing in direct sunlight and in darkness.",,,,,0,
The weight of the Operational radio including battery should not exceed 800g.,,,,,0,
It shall be possible to change the battery without losing data stored in the radio.,,,,,1,
"This common terminal platform should have interfaces, applications and accessories to fulfil specific national railway needs.",,,,,1,
It shall be possible for the user to change shunting group numbers within 5 seconds (the confirmation response of the network is not included in the 5 seconds).,,,,,0,
"For activation, a maximum of 2 MMI actions should be allowed.",,,,,1,
"These may be physically separate or co- located; however, the majority of interaction is with the primary controller.",,,,,0,
Detailed specification of controller equipment and the interface between such equipment and the EIRENE network is at the discretion of the railway operator.,,,,,0,
The primary controller’s MMI should provide the following functionality: (O) - Queue all incoming calls or call requests.,,,,,0,
Emergency calls should be identified and presented at the top of the queue followed by calls in order of their priority.,,,,,0,
"The functionality required by other types of controllers is essentially the same as for primary controllers, but the control area will differ and the call set-up subsystem may be integrated into their own function management system.",,,,,0,
"At the detailed level, different controllers may have specific addressing needs, eg catering controllers will need to call specific vehicles in a train.",,,,,1,
The communications architecture will be dictated by local circumstances.,,,,,0,
The definition of this interface is beyond the scope of EIRENE.,,,,,0,
International standardisation of numbering plans is needed to ensure interworking between networks.,,,,,1,
"Furthermore, standardised allocation of numbers to subscribers will facilitate schemes for identification, barring, etc.",,,,,1,
"Telephone numbers can be defined on a national basis, but codes for certain functions shall be used on an international basis in order to allow interoperability.",,,,,1,
"For certain functions, standardised telephone numbers shall be implemented.",,,,,1,
"To provide interoperability between the fixed railway networks within the EIRENE network, standardisation of UIC group numbering will be required.",,,,,1,
"In the case where an EIRENE mobile attempts to make a Railway emergency call over a public network, the ability to pre-empt lower priority calls (particularly public emergency calls) may be inhibited, unless a special agreement is in place.",,,,,1,
Shaded cells on the access matrix mean that this call is outside the scope of the EIRENE specifications.,,,,,0,
"If required, a railway may make additional restrictions to the access matrix.",,,,,1,
"Examples include EIRENE mobiles, controller terminals, railway fixed network telephones and public telephones.",,,,,0,
"During this recovery period, the system shall not permit the use of unverified functional numbers.",,,,,1,
"If the mobile is in shunting mode, the emergency call button shall initiate a shunting emergency call, otherwise the call shall be a Train emergency call.",,,,,1,
"The predefined areas for emergency calls shall include, where necessary, parts of one or more network(s).",,,,,1,
Shunting calls shall have ‘Railway operation’ priority (see section 10.2).,,,,,0,
"For the driver, this indicates that the radio link is operational.",,,,,0,
This facility is required principally for the safe conduct of pushing manoeuvres to assure continuing availability of the radio channel while a shunting worker is guiding a train driver.,,,,,1,
It is possible for a controller to be a member of several group calls simultaneously.,,,,,0,
The controller can actively participate in only one of these calls at any time.,,,,,0,
Each type of equipment has slightly different requirements placed upon it in terms of EMC and climate (UIC fiche 6515 is a useful reference concerning the layout of cab equipment).,,,,,0,
"Copyright This project has received funding from the European Union’s Horizon 2020 research and innovation programme under grant Unless officially marked PUBLIC, this document and its contents remain the property of the beneficiaries of the WYRED Consortium and may not be distributed or reproduced without the express approval of the Project Coordinator.",,,,,0,
"The requirements document is created in the first steps of the project for getting a wide vision about what kind of data, users and functionalities are going to be presented in WYRED the project (García- Peñalvo, 2016; García-Peñalvo & Kearney, 2016).",,,,,0,
"This document also represents a guide for the developing process, because it informs about the priority of the tasks, the dependencies among the tasks and the information they require, including the background, objectives, and targets too.",,,,,1,
"In the process of the requirements definition, we can use different approaches depending on the software methodology.",,,,,1,
"In this case, we chose the Durán and Bernárdez (2002) methodology because it offers a simple, but powerful, process to elicit and document the requirements.",,,,,1,
"This methodology is based on tables, where we fill the information about a specific requirement.",,,,,1,
The project requirements represent properties that our project is going to have.,,,,,0,
"However, there are properties about different things (functionalities, design, information, etc.).",,,,,0,
"In our methodology, the authors defined three types of requirements.",,,,,1,
This type of requirement groups all requirements about the information that the system is going to manage.,,,,,0,
There is very important to set these requirements in order to develop the system that is going to manage the data.,,,,,1,
"In WYRED one of the most important thing is to maximize the users’ privacy, due to this we are going to split the user’s information between public and private in the platform.",,,,,1,
This information was selected with ours partners to keep the minimum information required to develop a correct social dialogue.,,,,,1,
"These fields are the nickname (Table 1: NicknameTable 1), the language (Table 2), the avatar image (Table 3), the area (Table 4) and the topics of interest (Table 5).",,,,,0,
The platform also has to manage more information about its users due to this can help us to extract patterns and get conclusions.,,,,,1,
"However, this information will be private and nobody will see the private information of a specific user.",,,,,1,
"Therefore, it will be treated anonymously in order to respect the users’ privacy.",,,,,1,
"The information that we keep private is: the name (Table 6), the surname (Table 7), the country (Table , the city (Table 9), the sex (Table 10), the age (birth date) (Table 11), the education level (Table 12) and the email (Table 13).",,,,,0,
The main problem to manage documents is that there are many formats that we have to support and they use many resources.,,,,,0,
"For this reason, we decided keeping them in a dedicate server to improve the platform performance.",,,,,1,
"The statistics save data about the number of publications for each user, her time in the platform, how many pages she has visited, in how many projects she is involved, etc.",,,,,0,
The both requirements are described in Table 14 and Table 15 respectively.,,,,,0,
"This type of requirements groups all requirements about what kind of technologies we are going to use, and regarding the platform design and architecture too.",,,,,0,
"When we planned how to design a platform for youth people, we checked that they use more their mobiles than other classic devices such as laptops or desktops.",,,,,1,
"For this reason, we decided to use a responsive design that can work well in all kinds of devices.",,,,,1,
"However, creating a platform where our users are going to use mainly mobiles has other problem, the performance.",,,,,1,
"Usually mobiles have wireless connections and depending on the country, they can be a bit slow, so we add a requirement about the platform performance.",,,,,1,
The both requirements are described in Table 16 and Table 17 respectively.,,,,,0,
"We also would like to develop a mobile application for the more common mobile systems (Android and iOS), in order to get a better response from the user.",,,,,1,
"However, this requirement is more a wish than a urgent necessity and for this reason, it will have a minor priority.",,,,,0,
One of the objectives of WYRED is to develop a platform without spend money in non-relevant functions.,,,,,0,
"Due to this, we have planned to use Linux servers and free technologies.",,,,,1,
"Linux servers are cheaper than Windows servers and offer a solid base to develop a complete web platform, in the same way, there are free technologies/software such as PHP or MySQL that are widely used in web development and we can use them without a specific cost.",,,,,0,
These requirements are described in Table 19 and Table 20 respectively.,,,,,0,
"One of the most important objectives is to keep all content in the platform hidden for public users, because we are working, in some cases, with underage people.",,,,,1,
"So, the platform content does not have to be indexed.",,,,,0,
This kind of requirements is related to the functions that the system has to support.,,,,,0,
One of the aspect related to the privacy is how to keep the users’ information private and avoid arguments in the platform.,,,,,0,
The solution that we have planned is to use an automatic system that checks all messages looking for a list of alert words.,,,,,0,
"Although the intelligent system can find messages with alert words, these should be checked manually, for this reason we are going to develop a group of moderation tools for editing, deleting, moving, etc.",,,,,0,
"Moreover, we will put an option where the users can inform a moderator that there is a message that should be analyze.",,,,,1,
"These requirements are in Table 22, Table 23, and Table 24.",,,,,0,
"The objective of WYRED is that the youth people can interact themselves and speak things that are important for them, in some cases, they also can offer solutions for their own problems.",,,,,0,
"For this reason, we have to allow that a user can register in WYRED.",,,,,1,
"However, WYRED is not a chat but a platform where there should exist a structured social dialogue, so we are going to develop something like forum topics.",,,,,1,
This system helps the users answer questions and create discussion threads with their comments.,,,,,0,
"With the objective of having a good response, first of all, the users will fill a form where they can say in which things they are interested in.",,,,,1,
"Therefore, a researcher or a user will create a project, this will be hidden for all that are not invited to participate; for achieving this, the creator will select what kind of users are going to be invited using the public user’s information.",,,,,1,
This process is described with the following requirements from Table 25 to Table 30.,,,,,0,
One of the key elements to attracting young people is working on functionalities that improve the users’ engagement.,,,,,0,
"This helps to improve a lot of metrics such as page views, used time and social sharing.",,,,,1,
"The first requirement, which we have defined with this aim, was a translation system due to there are users from countries that speak different languages.",,,,,1,
"We have also thought that it would be interesting to use a gamification system to increase the users’ engagement, due to it is one of the most common technique used right now.",,,,,1,
"For improving the usability, we have planned to design custom styles for each age group, because of teenagers do not want to use a childish platform.",,,,,1,
"We have also kept in mind that if a user likes our platform, she would like to share it with her friends, for this reason, we will develop an easy tool for social sharing.",,,,,1,
"These requirements are described in tables: Table 31, Table 32, Table 33 and Table 34.",,,,,0,
"In the social dialogue process, the researchers need to work with many kind of documents, such as text, audio, images and video.",,,,,1,
"These documents are a relevant part in the WYRED project, so we have planned to develop tools for showing and sharing them.",,,,,1,
The researchers also suggest that they need an online editor and an easy way for adding annotation in audio and video files.,,,,,0,
"These requirements are described in tables: Table 35, Table 36 and Table 37.",,,,,0,
"The researchers are also an important part of the WYRED project, for this reason, they are going to have a private zone.",,,,,1,
"In this zone, they will be able to monitor their own social dialogues, share information between the project researchers and analyze their data.",,,,,1,
"In order to improve the data analysis process, we are going to develop visualization tools and a pattern matching system.",,,,,1,
"The visualization tools will help the researchers to discover knowledge using charts, trees and other representations.",,,,,1,
"The pattern matching system will use techniques such as datamining or natural language processing, in order to give to the researchers some patterns about the stored data.",,,,,1,
"These requirements are described in tables: Table 38, Table 39 and Table 40.",,,,,0,
The system shall store the information corresponding to the user's nickname.,,,,,0,
The system shall store the information corresponding to the languages that each user can use in the platform.,,,,,0,
The system shall store the information corresponding to the user's avatar (a public image that represents him).,,,,,0,
We will offer a catalogue of avatars and the users will choose one of them.,,,,,0,
"If we can, it would be good has a system to personalize the avatar.",,,,,1,
The system shall store the information corresponding to the user's localization.,,,,,0,
The system shall store the information corresponding to the main topics of interest for each user.,,,,,0,
The system shall store the information corresponding to the user's name.,,,,,0,
The system shall store the information corresponding to the user's surname.,,,,,0,
The system shall store the information corresponding to the user's country.,,,,,0,
The system shall store the information corresponding to the city where the user lives.,,,,,0,
The system shall store the information corresponding to the user's gender.,,,,,0,
The system shall store the information corresponding to the user's age (based on the birth date).,,,,,0,
"The best approach to manage age is to create group of ages, for example teens, kids, etc.",,,,,0,
The system shall store the information corresponding to the user's education level.,,,,,0,
The system shall store the information corresponding to the user's mail.,,,,,0,
The system shall store the information corresponding to platform usage statistics.,,,,,0,
"The system shall have a multi-platform native approach, for this reason we should create an application for the most important mobile operating system (Android and iOS).",,,,,1,
"The system shall keep all content hidden for public users, browsers, etc.",,,,,1,
"The system shall have moderation tools to allow moderators edit, move and delete messages.",,,,,1,
"The system shall have an intelligent system to check a list of ""alerts"" words.",,,,,1,
We have to define what fields are needed in the register process.,,,,,0,
The topics system must support that a user cite other user/users answer.,,,,,0,
The system shall support selecting what kind of visibility we want for each part of the system.,,,,,0,
"The allowed options are public, restricted by user or private.",,,,,0,
"The system shall have an option where the researcher can select what kind of users he needs in his research, using the public profile fields.",,,,,0,
The system shall have the possibility that a user can create a project and invite other users to join him.,,,,,0,
The project has to have a zone where the users can speak and interact.,,,,,0,
The system shall use an automatic translation system such as Google translator in order to allow the communication between people who speaks different languages.,,,,,1,
"The system shall have an option to insert videos, audios, documents and other stuff.",,,,,0,
The system shall have an online editor for documents.,,,,,0,
The system shall have a system that allows annotation in video and audio files.,,,,,1,
The system shall have monitoring tools in the researcher zone in order to see the social dialogue evolution.,,,,,1,
"These tools should use the number of participants, their interactions, the number of comments, the number of uploaded documents, etc.",,,,,0,
"The system shall have a powerful visualization system, that displays the statistics in graphs, charts, trees and other representations.",,,,,0,
The aim of this system is helping the researcher to understand the data.,,,,,0,
The system shall have a system that can analyse the data and find patterns automatically.,,,,,0,
"This system can use multiple approach like NLP (Natural Language Processing), datamining, etc.",,,,,0,
The WYRED Project: A Technological Platform for a Generative Research and Dialogue about Youth Perspectives and Interests in Digital Society.,,,,,0,
"Journal of Information Technology Research, 9(4), vi-x.",,,,,0,
Networked youth research for empowerment in digital society.,,,,,0,
"In 2011, after a meeting of the Space Science Advisory Committee, the M3 candidate missions for the Cosmic-Vision 2015-2025 programme were selected for further assessment and consideration for launch in the early 2020’s.",,,,,1,
The MarcoPolo-R Near-Earth Asteroid sample return mission was selected as one of the M-class candidate missions.,,,,,0,
"The nominal launch date for M-class missions is now 2024, but the missions shall also be compatible with opportunities in 2022.",,,,,0,
During the fall 2011 the mission concept was studied in the Concurrent Design Facility at ESTEC (internal pre-assessment) in order to prepare a thorough industrial assessment phase.,,,,,1,
The purpose of the ongoing assessment phase is to assess the feasibility of this mission.,,,,,1,
"After the assessment phase ending in 2013, one M-class mission will be selected.",,,,,1,
"If adopted, the mission would proceed into definition and implementation (Phases B1/B2/C/D).",,,,,1,
"In parallel with the system level activities, an Announcement of Opportunity will be issued calling for the provision of scientific instruments by the science community through ESA.",,,,,1,
It is anticipated that the selection of the science instruments will be confirmed by February 2013.,,,,,0,
"Currently, references to the payload point to the Payload Resources and Requirements Document (PRRD, [RD16]).",,,,,0,
"After the payload for MarcoPolo-R is selected, this will be replaced by individual Experiment Interface Documents – Part B (EID-B) for each instrument.",,,,,1,
The overall mission development planning is shown in the figure below.,,,,,0,
The dates and various activities are indicative only.,,,,,0,
The planning will be updated following the assessment phase and the Contractor shall provide its own bottom-up development schedule.,,,,,1,
This is a Mission Requirements Document (MRD) to be used as an Applicable Document in the MarcoPolo-R industrial assessment study.,,,,,0,
"The purpose of the MRD is to provide all high-level mission-level requirements (including S/C and payload, launcher, ground segment and operations) necessary to achieve the science goals detailed in [AD2] for the MarcoPolo-R industrial system design studies running through 2012/2013.",,,,,1,
It includes functional and performance requirements down to the sub-system level which can be defined at this stage.,,,,,0,
"Later on in the course of the definition phase, it will result into two self-standing documents, i.e. the Mission Requirements Document and the System Requirements Document.",,,,,1,
Recording and tracking of changes as well as giving a brief rationale is very important.,,,,,0,
"The traceability of the requirements is paramount in order to make this document and its associated requirements easy to read and to understand at any stage of the mission assessment and possibly later definition phase, should this mission be selected.",,,,,1,
It has been updated after the baseline selection review in the course of the assessment phase.,,,,,0,
It will be reviewed as part of the assessment phase and will be updated following the Preliminary Requirement Review at the end of 2013.,,,,,1,
The mission requirements document is one of the documents that constitute the foundations of the mission profile for MarcoPolo-R.,,,,,0,
The mission document tree is given here below for information and lists the envisaged documentation (to be confirmed) available by the time of the Preliminary Requirements Review.,,,,,0,
This issue of the Mission Requirements Document has been established in support of the Industrial Studies of the system design of the MarcoPolo-R mission.,,,,,0,
The document is (currently) an open document and regular updates are expected.,,,,,0,
"Particularly, iterative steps with industrial or internal study partners and the ESA study manager are foreseen.",,,,,0,
"Revisions will be published, as required, at the start of, as well as during the system design.",,,,,1,
The book captain of this document is the MarcoPolo-R study manager and any comment on this document should be directly reported to him.,,,,,0,
Any conflict between requirements in this document shall be reported to ESA and any modification requires his/her prior approval.,,,,,1,
Items included in this MRD are classified according to the following categories.,,,,,0,
"If not complied with, the Agency shall immediately be notified.",,,,,1,
"Their impact on the mission technical complexity and programmatic aspects (e.g. cost, risk) shall be limited so as to stay within the M-class boundaries.",,,,,0,
Goals may be fulfilled under limited favourable conditions.,,,,,1,
They are highlighted in italic in order to be easily identified.,,,,,1,
Such an explanation can be found in italic below the requirement itself.,,,,,0,
This is intended only to assist the understanding of the requirement or its origin (the Parent requirement ID might be sometimes included wherever applicable).,,,,,1,
"Should a requirement be deleted in a later update of this document, its number will not be reused and should a requirement be introduced in between other requirements, the last digit will be used (e.g. R-YYY-115 between R-YYY-110 and R-YYY-120).",,,,,1,
"This paragraph describes the baseline MarcoPolo-R system and its mission profile selected at the Baseline Selection Review of the assessment phase in June 2012, in consultation with the European Science Study Team, the industrial teams and through an ESA internal review process.",,,,,0,
The system breakdown is defined in the diagram below.,,,,,0,
MarcoPolo-R is a sample return mission to the primitive Near-Earth Asteroid (NEA) 1996 FG3 which is a binary system.,,,,,0,
"A spacecraft composite made of a main spacecraft, also called the sampling spacecraft and carrying the Earth re-entry capsule (ERC), will be launched by a Soyuz- Fregat MT 2-1b launch vehicle from Kourou on a direct escape trajectory to 1996 JU3.",,,,,0,
The mission design and its development needs to be compatible with launch opportunities from launch slots between 2022 and 2025 have been identified with relevant backup opportunities and are all described in [RD1].,,,,,0,
"Mission transfers, swing-bys and associated dates and duration slightly vary across the various opportunities.",,,,,0,
The reader will refer to [RD1] for the full analysis and the requirements in this document refer to the most demanding case for each parameter.,,,,,,0
"After one Venus Swing-by in October 2024, the spacecraft rendezvous with the NEA in February 2026.",,,,,,0
In the 2022 scenario the proximity operations last for ~ 190 days (but for other opportunities it ranges from 180 through 390 days).,,,,,,0
The proximity/science operations are described in 2.1.4.,,,,,,0
"In a nutshell, this phase will include instrument calibration, far and close observations of the binary system with the various science instruments, gravity field determination and hazard mapping above roughly 5 km altitude.",,,,,,0
Five sampling site candidates are then characterized at high resolution at about 250 m (TBC) distance to the surface during a few minutes in order to determine the most suitable sampling site (i.e. yielding the best compromise between science return and risk-mitigation).,,,,,,0
"After one successful sampling rehearsal, the spacecraft, which will be designed to cope with surface hazards (e.g. large clearance to the surface), navigates towards the finally selected touchdown/sampling site and collects hundreds of g of surface material.",,,,,,1
The sampling strategy is based on a touch and go approach to lower cost and risk.,,,,,,0
Therefore the spacecraft performs a soft touchdown of the surface for a few seconds (in the order of 2-5 seconds) and then takes-off immediately after that to move into a safe position away from the surface.,,,,,,1
"If it is confirmed, via a reliable verification technique, that a scientifically meaningful sample has been collected, the sample is transferred to the re-entry capsule and sealed.",,,,,,1
The spacecraft is then ready for departure back to Earth or can carry on orbital science if desired.,,,,,,1
"If the sampling operation was not successful, the spacecraft can undertake 2 more attempts (3 attempts in total).",,,,,,1
The spacecraft departs from the asteroid in August 2026 and returns to Earth in April 2029 after one Venus swing-by in November 2027.,,,,,,1
The re-entry capsule is then released and undertakes a high-speed Earth re-entry at Ventry of maximum ~ 13 km.s-1 (in other scenarios the re-entry velocity is lower ~ 11-12.6 km.s-1).,,,,,,1
The capsule will be retrieved on the ground at the Woomera test range which has already been used for Hayabusa landing.,,,,,,0
The proximity operations shall serve the previously defined high-level mission requirements as well as science requirements defined in [AD2].,,,,,,0
"In particular three phases have been identified as follows: Global Characterization Phase (GCP), Local Characterization Phase (LCP) and context measurements, the latter being performed during sampling operations (SAM) and therefore very short (in the orders of seconds).",,,,,,0
A so-called radio science phase is also implemented in order to get the gravity field of the binary system to the level required in [AD2].,,,,,,0
"The science operations around the asteroid, to be further defined in [AD15], are part of the proximity operations.",,,,,,0
"Other operations are: instrument commissioning, descent and sampling, etc.",,,,,,0
All proximity operations for the 2022 scenario are shown in the figure below.,,,,,,0
"Mission scenarios in 2024 and 2025 are less demanding as the duration of the proximity operations is far longer, i.e. resp.",,,,,,0
"In the 2023 scenario, the proximity operations last for 180 days.",,,,,,0
"So, the 18 days margins shown in the figure below become 9 days in the 2023 scenario.",,,,,,0
The detailed description of the proximity and science operations as well as the associated requirements will be detailed in the Science Assumptions Document and the Mission Operations Assumptions Document ([AD14] and [AD15]).,,,,,,0
The mission shall perform global and local characterization of the Near-Earth Asteroid to retrieve the sample context information at the resolutions defined below.,,,,,,0
"Besides the science objectives, in-situ investigations defined in R-MIS-020 are meant to support the safe operation of the S/C in close proximity to the NEA and the safe collection of the sample(s).",,,,,,0
"The following requirements are related to the schedule, planning and development of the mission as a whole.",,,,,,0
"The M3 mission is intended as a backup candidate for the 2022 launch slot, depending on JUICE schedule.",,,,,,0
"Although in the science programme the baseline launch slot for M3 is 2024, all current study planning should remain compatible with a 2022 launch.",,,,,,0
The final decision on the nominal launch date will be made following JUICE mission adoption.,,,,,,0
The total mission duration shall not exceed 8 years.,,,,,,0
Mission duration is defined as the time between launch and landing of the Earth re-entry capsule at the end of mission.,,,,,,0
"These are the high-level requirements related to planetary protection and sample contamination (e.g. PP category, S/C cleanliness, contaminant tracking, etc.).",,,,,,0
"The engineering requirements related to it will be specified in the relevant category requirements (e.g. AIV for clean room environment, spacecraft for level of sterilization, etc.",,,,,,0
The MarcoPolo-R mission shall comply with all planetary protection measures listed in [AD5].,,,,,,0
Typical unwanted contaminants TBD by the science team.,,,,,,0
"The potential contaminants shall be identified, controlled, tracked, documented and readily identifiable from the asteroid sample material.",,,,,,0
The tracking of these contaminants shall start as of the S/C manufacturing process.,,,,,,0
R-CON-030 Witness plates shall be implemented in order to track the possible contaminants throughout the AIV/AIT and various mission phases and shall be returned to Earth.,,,,,,0
Here is a brief description of the model payload instruments.,,,,,,0
"The reader is referred to the Payload Resources and Requirements Document [RD16] for more detailed data (interfaces, performances, requirements, etc.).",,,,,,0
This model payload has been defined by the MarcoPolo-R Science Study Team such as to fulfil the science requirements defined in [AD2].,,,,,,0
Complementary instruments may also be envisaged but are not part of the model payload.,,,,,,0
It will be determined at a later stage (Instrument AO – 2012) by the Science Programme Committee whether the complementary instruments shall and can be accommodated.,,,,,,0
Used to identify the processes related to the exposure to space environment and collisions.,,,,,,0
Provides the local microscopic context of the sampling area.,,,,,,0
The model payload as defined in the PRRD [RD16] shall be assumed.,,,,,,0
The model payload will be replaced by the selected instruments after the payload Announcement of Opportunity.,,,,,,0
R-PLD-020 Science instruments shall not be used as baseline GNC sensors.,,,,,,0
The sampling spacecraft shall provide a payload mass allocation of 36 kg (TBC).,,,,,,0
R-PLD-100 During descent and sampling operations the spacecraft shall provide a power allocation of 15 W (TBC) to the close-up camera.,,,,,,0
All other instruments are in off (if allowed by their thermal requirements) or stand-by mode.,,,,,,1
"This power is common to WAC, NAC and CuC and should always only be counted once.",,,,,,0
The following table defines the generic ESA TRL levels which have to be used in the frame of this study.,,,,,,0
For performances of the launch vehicle it is referred to [RD1].,,,,,,0
The launch vehicle shall be Soyuz-Fregat 2-1b with the Fregat-MT upper stage.,,,,,,0
R-LAS-020 A launch mass margin of 8% shall be considered (TBC).,,,,,,0
"R-LAS-040 Launch site shall be CSG (Kourou, French Guyana).",,,,,,0
This chapter defines the mission operations requirements.,,,,,,0
"The following phases are covered in this chapter: post-launch or LEOP, cruise (outbound/inbound), DSM, GA, rendezvous, proximity operations, cislunar and re-entry.",,,,,,0
The jettisoning strategy of any element shall ensure collision avoidance with the sampling spacecraft and the ERC or the asteroid at any stage of the mission with a TBD margin.,,,,,,0
Re-entry conditions to be defined at 120 km altitude.,,,,,,0
To remain within a feasible domain for plasma testing of thermal protection system.,,,,,,0
G-OPS-100 Mission analysis should ensure a night re-entry of the ERC.,,,,,,0
To ensure good observations of the chemical species involved in re-entry and limit temperature increase after ERC landing.,,,,,,0
Data downlink is not considered to be a critical operation and therefore can be envisaged down to 3o.,,,,,,0
"The mission design shall cope with the minimum distances to the Sun during all mission phases, i.e. coast and thrust arcs and asteroid proximity operations as specified in [RD1].",,,,,,0
"The mission design shall cope with the maximum distances to the Sun during all mission phases, i.e. coast and thrust arcs and asteroid proximity operations as specified in [RD1].",,,,,,0
The duration of a Solar conjunction or when the Sun-Earth-S/C angle is lower than shall be limited to 50 days.,,,,,,0
R-OPS-090 Mission analysis shall ensure ERC re-entry velocity and flight path angle such that heat fluxes during re-entry do not exceed 15 MW/m2 (incl.,,,,,,0
"Mitigation of risk, feasibility of science operations, maximizing rehearsals, etc.",,,,,,0
The proximity operations shall allow 5 local characterization phases (LCP) before the first sampling attempt to image the 5 candidate sampling sites at high resolution and one LCP after a successful sampling attempt above the sampled site.,,,,,,1
The local characterization campaign shall be such that all surface features larger than 20 cm (TBC) can be identified and located within a 10 meter (TBC) absolute precision on the 5 sampling site candidates.,,,,,,0
Mapping of features on the sampling site candidates (+ local digital elevation model for slope estimation).,,,,,,0
R-OPS-160 Proximity operations shall be planned so as to avoid collision with the primary asteroid and its secondary in case of temporary failures of the S/C or the ground segment.,,,,,,0
In order to evaluate the science interest of the first acquired sample and analyse telemetry data from the previous sampling phase.,,,,,,0
A descent rehearsal does not need to involve surface touchdown.,,,,,,0
Its aim is to validate the convergence of the navigation filter.,,,,,,0
The sampling operations on the asteroid shall occur on a fully illuminated location.,,,,,,0
In order to get context information in the visible range (close-up camera).,,,,,,0
The measurements in the visible range shall be performed with a local solar elevation angle between 30 and 60 degrees.,,,,,,0
Visible range instruments shall nevertheless be on even during observations at other Sun aspect angles.,,,,,,0
See definition of “Radio-science” orbit in chapter 13.2.,,,,,,0
"Note that, if possible and of compatible with the instrument measurement requirements, other science measurements can be performed in parallel.",,,,,,1
The selected sampling site should be free of features larger than TBD cm.,,,,,,0
"This chapter defines the general system requirements applicable to the sampling spacecraft and the ERC or the space segment as a whole (general, margin, etc.).",,,,,,0
"They are derived from the science requirements, the mission safety, the general space design standards or more specific aspects of the mission applicable at system-level.",,,,,,0
The spacecraft lifetime shall be 8 years in space and 2 years for pre-launch ground activities (AIT/AIV/storage) in a controlled environment and all space-based elements shall be designed and sized for this duration.,,,,,,0
"The space segment shall be sized for the mission scenario which is most demanding (i.e. worst case ΔV, launch mass, thermal and sun illumination environment) as defined in [RD1], covering the full launch window as defined in [AD13]/R-DV-4.",,,,,,0
"R-SYS-040 In this assessment study, the mission design shall follow the margin philosophy defined in [AD13].",,,,,,0
The margin philosophy and margin depletion scheme will be firmly defined at a later stage.,,,,,,0
Any conflict between the requirements in this document and the ECSS standards shall be reported to ESA.,,,,,,1
"The spacecraft system shall accommodate all necessary equipments and sub- systems, including mass and volume margins as defined in [AD13] and compatible with launch windows as defined in [RD1].",,,,,,0
"The maximum spacecraft dry mass, respectively wet mass shall be TBD kg, TBD kg.",,,,,,0
R-SYS-110 A design-to-cost and risk minimization mission design approach shall be followed.,,,,,,0
The sampling spacecraft should take images of the separated ERC after release.,,,,,,0
The micro-meteorite environment is as defined in [AD4].,,,,,,0
"R-SYS-190 During the touch and go sampling operations, the sampling spacecraft shall approach the surface with a maximum horizontal velocity of 5 cm.s-1 (TBC) at touchdown.",,,,,,0
To limit the magnitude of forces on the touchdown/sampling system and to mitigate toppling.,,,,,,0
"R-SYS-200 During the touch and go sampling operations, the sampling spacecraft shall approach the surface with a maximum vertical velocity of 10 cm.s-1 (TBC) at touchdown.",,,,,,0
To mitigate toppling and to limit constraints on spacecraft geometry (e.g. solar panels).,,,,,,0
Thermal Protection System with the asteroid surface is minimized.,,,,,,0
The ERC and its sub-systems should be designed such that the shock loads on the sample are lower than 800 g quasi-static load (TBC) for any angle of attack up to 20 degrees (TBC).,,,,,,0
"The ERC shall be statically stable and its dynamic instabilities, if any, shall be such that angle of attack variations are limited to 20 degrees (TBC) at all aerodynamic regimes after the peak of dynamic pressure.",,,,,,1
"ERC dimensions, inertia, mass and CoM, CoP location.",,,,,,0
"Before peak of dynamic pressure, angle of attack variations are less critical.",,,,,,1
To ensure integrity of the ERC up to (excluded) landing.,,,,,,0
The ERC design should ensure that the sample is never exposed to temperatures higher than +40oC.,,,,,,0
"The ERC should be equipped with a flight instrumentation package to perform the following measurements during entry and descent: heat flux, temperature and pressure on both front and back shields at a frequency of 0.5 Hz (TBC).",,,,,,1
"If implemented, the maximum allowable shocks on the memory shall be defined and included in R-SYS-300.",,,,,,1
The spacecraft design and operations shall transmit back to Earth a minimum total payload data volume of 122.35 GBit (TBC) before the end of the asteroid proximity operations.,,,,,,1
"Without any margins ([AD13] guidelines to be implemented), compressed data volume.",,,,,,0
"Without any margins ([AD13] guidelines to be implemented) , compressed data volume.",,,,,,0
"Includes data from all phases, including GCP and LCP.",,,,,,0
TBD Gbit of science data shall be transmitted back to Earth 2 weeks before the start of LCP operations.,,,,,,0
"This chapter defines all key S/C sub-system requirements (pointing, thermal, power, data handling, telecommunications, etc.).",,,,,,0
They are derived from the system requirements or are requirements specific to a sub-system derived from space design standards or mission-specific need.,,,,,,0
"The spacecraft thermal control system shall cope with the thermal needs of the various spacecraft sub-systems as required, including P/L, at any stage of the mission as a function of the spacecraft thermal modes, including safe mode.",,,,,,0
Specific attention to be given to asteroid IR flux and closest distance to the Sun during transfer.,,,,,,1
Lessons learns from Rosetta (e.g. need to thoroughly monitor the effect of pointing/solar aspect angle for the radiators).,,,,,,0
Qualification margins for the TPS material are TBD.,,,,,,0
"The spacecraft power system shall be made of solar arrays and batteries and shall cope with the power needs of the various spacecraft sub-systems as required, including P/L, at any stage of the mission as a function of the spacecraft power modes, including safe mode.",,,,,,0
Eclipses due to the asteroid will be avoided for nominal operations but may be encountered if control of the spacecraft is lost or Earth eclipses during LEOP.,,,,,,1
